FeedbackID,Satisfaction Level,Feedback,Follow-up Required,Customer Location ,Ticket ID
12748,4,Production high box bag.,No,Monaco,11321
422,1,Recently team evidence.,Yes,Lithuania,6534
17491,2,Morning as make itself.,Yes,Cyprus,1726
15800,1,Quite it child level quickly.,No,Dominica,102
3870,9,Seven science give.,Yes,Azerbaijan,12030
18239,7,Per inside a easy.,No,Slovenia,6892
15688,9,Matter develop as house.,Yes,Taiwan,18584
6343,7,Against indeed market born.,Yes,Kuwait,18732
52,9,Nor receive speak these.,No,Suriname,7554
8457,3,Consider up buy debate hit.,No,Switzerland,9741
8364,2,People another air eight for.,No,Denmark,7242
18592,9,Movie growth onto.,No,Uganda,9687
2689,1,Bring free first test threat.,No,Isle of Man,17725
11675,4,Line reveal music kitchen.,No,Equatorial Guinea,9985
15923,4,Case particular up.,No,Burkina Faso,2357
4931,9,Form degree public threat.,No,Central African Republic,16624
12303,1,Face rule value which care.,No,Albania,13182
5898,3,Until message TV identify in.,No,Netherlands Antilles,13764
13117,6,Area suffer also.,No,Pakistan,9765
5561,4,Game dog senior.,No,Bahamas,10373
10380,4,That make party result turn.,No,Wallis and Futuna,6726
14748,5,Notice last material front.,No,Antigua and Barbuda,19143
260,3,Leader realize require.,No,North Macedonia,13491
6625,8,Address home defense.,No,Qatar,13918
6793,3,Turn away strategy huge.,No,Palestinian Territory,557
11553,3,Safe cultural until.,Yes,Eritrea,16289
16996,5,Like color long push.,No,Cuba,2329
19710,8,Hot account along blood.,No,Northern Mariana Islands,1060
16896,7,Clearly success card.,No,Venezuela,13747
3681,7,Phone loss brother.,No,New Caledonia,10613
12114,5,Season then gun.,No,Ireland,14355
2716,1,Eight arm sea.,No,Brunei Darussalam,18369
9809,1,Appear itself watch.,No,Cote d'Ivoire,16294
9825,8,Happen treatment Republican.,No,Togo,10726
5179,2,Your blood together.,No,Mauritania,7143
8172,6,Me realize politics but type.,Yes,Norfolk Island,8088
5499,5,Reveal too south situation.,No,Ukraine,2278
2994,1,Doctor Republican laugh.,Yes,Ethiopia,50
12181,7,Now share thousand election.,No,Liechtenstein,6796
17147,2,Form reflect his argue.,Yes,Paraguay,5482
11205,3,Draw home might plan sort.,No,Thailand,9744
5591,3,Thing along number image.,No,Jamaica,4499
11133,6,Old off read put almost.,Yes,Israel,8398
8721,4,Green speech finish new hour.,No,Haiti,9676
7683,8,Old room simply city race.,No,Liechtenstein,10454
4251,4,Cold task time try box.,No,China,16869
19453,3,Under relationship of eye.,No,Mexico,14062
11268,2,Blue anything team air.,Yes,Bhutan,2215
16785,3,Side national role sense.,No,Palestinian Territory,9876
3764,7,Forget run health.,Yes,Honduras,15303
16011,9,Buy player tree movement or.,No,Greenland,16132
19762,6,Institution mouth keep final.,No,Sri Lanka,10691
10377,2,Fight reach great way people.,No,Tuvalu,10904
5855,2,Sign main on.,No,Guatemala,18298
2345,8,Likely pick policy.,No,New Caledonia,12423
12249,2,No network here party close.,Yes,Cook Islands,6480
559,3,Moment art well.,No,Chad,866
7732,7,Teacher necessary whose.,No,Syrian Arab Republic,7228
3458,9,Pressure my effect almost.,No,Barbados,17790
2715,4,Campaign appear shake almost.,No,Bahamas,6445
310,4,Site popular owner walk.,No,Afghanistan,1119
18788,6,Inside forget prove.,No,Montserrat,18801
2382,9,He home include her thus own.,No,Heard Island and McDonald Islands,16356
11378,7,Board remember speak.,No,Iran,10237
12498,4,Bank improve know.,No,United Arab Emirates,330
18039,5,Director onto end.,No,British Indian Ocean Territory (Chagos Archipelago),13895
13931,2,Writer mean case manager.,Yes,United States Virgin Islands,16195
12086,6,Politics sort cut small.,No,Fiji,17896
16549,3,Good particular tough only.,No,Niue,17397
8451,8,Recognize century poor their.,No,Heard Island and McDonald Islands,10
5648,5,Across Mr cover tree young.,No,Myanmar,5411
17841,3,Race reality show create.,No,Egypt,14226
19140,8,Child range prevent expert.,No,Guadeloupe,450
9818,9,I safe air life rate quite.,No,Marshall Islands,18132
731,4,Still day oil force second.,No,Ireland,11090
11980,9,More break although record.,No,Cyprus,3074
4032,5,Could idea a gas.,No,Mayotte,19975
10241,8,Family buy wear important.,No,French Southern Territories,15045
18818,4,Paper see and drive rule.,No,Macao,7766
15188,5,Book table doctor itself.,Yes,Ghana,4794
19583,8,Perhaps only live after.,No,Oman,5437
3350,2,Each sea leave.,No,Korea,16794
16336,6,Hot look whose southern.,Yes,Afghanistan,17127
8176,6,Debate company do beat night.,No,Wallis and Futuna,11037
14500,2,Trade result one seat.,No,Cuba,17120
7592,9,Popular well over amount.,No,Zimbabwe,8383
16537,6,Yes fight provide reduce.,No,Lesotho,12741
17620,1,Produce particular impact if.,Yes,Cayman Islands,15841
2392,7,Around general college.,No,Maldives,17332
832,7,Surface cultural item land.,No,Cote d'Ivoire,9542
15972,3,Receive people TV next walk.,Yes,Dominican Republic,5557
6533,3,Need suggest society.,No,Latvia,6946
18892,9,Third condition edge.,No,Bosnia and Herzegovina,6132
1680,5,Bad also middle head nearly.,No,Mali,18299
868,7,Truth send will spend.,No,Burkina Faso,9875
18634,2,Stand perform us record.,No,India,9958
14076,3,Property for range old.,No,Heard Island and McDonald Islands,15109
11128,3,Charge deal get throw he.,Yes,Lebanon,16899
11469,3,Heart run our.,No,Anguilla,13556
7273,8,School about power box.,No,Italy,15621
12759,8,Lose own brother coach.,No,Guam,12514
1058,2,When factor room guess.,No,Armenia,9590
10398,3,Cup may expert own explain.,No,Guadeloupe,19677
2815,4,Again drop plan third.,No,Isle of Man,3673
19899,2,Find security foreign form.,No,Bhutan,12208
18853,4,Of would can statement.,No,Comoros,11345
4858,4,Should near seem others.,No,Austria,13184
12949,6,Rate history reduce.,No,Ecuador,8535
12011,1,Partner natural energy.,No,French Southern Territories,275
5287,3,Hard key provide word occur.,Yes,Greenland,3082
11660,5,Environment partner threat.,No,Luxembourg,8426
9440,8,Organization me young left.,Yes,Lithuania,18861
16131,4,Among relate thus air.,No,Colombia,16488
2806,7,Idea blue clear build.,No,Guyana,18334
3042,2,Carry stop TV serious.,Yes,Central African Republic,16998
8492,3,Take past nice adult.,No,Hungary,14846
10009,7,Wish green money whether ten.,Yes,Bouvet Island (Bouvetoya),15695
7587,1,Gun pass tax financial.,No,Panama,1932
4527,6,Certain ever central.,No,Algeria,5653
13939,9,Road force security work.,No,Colombia,18312
17823,7,Surface soon key coach.,Yes,Colombia,16460
535,8,Land ago across option.,No,Trinidad and Tobago,19861
10581,5,Add happen popular.,No,Saint Barthelemy,61
3633,5,Alone law grow bank hotel.,No,Samoa,11073
2466,8,Certain at not level sound.,No,Wallis and Futuna,641
15992,8,Appear seek local computer.,No,Belize,2206
5687,9,So box want.,No,Antigua and Barbuda,13241
4912,1,True where federal social.,No,Tokelau,15027
16218,3,Head what option nature.,Yes,Afghanistan,10662
222,2,Trouble say bag plan.,No,Botswana,469
19458,1,Up child me computer until.,No,Holy See (Vatican City State),14304
4984,4,General as he.,No,Lao People's Democratic Republic,6126
4269,3,Side through mouth nearly.,Yes,Northern Mariana Islands,19916
16255,3,Four support realize suggest.,No,South Georgia and the South Sandwich Islands,6997
9882,3,Near entire beyond chance.,No,Saint Lucia,15023
814,4,Born American long.,Yes,Thailand,3485
19527,7,She hot although.,No,Azerbaijan,5373
6370,9,Agreement low carry.,Yes,South Africa,821
15225,8,Paper month yard the food.,No,Hungary,7450
8478,4,Idea seat mother job charge.,No,French Southern Territories,2140
18267,9,Growth tax than.,Yes,Guadeloupe,8895
7251,8,Trip item toward back just.,No,Wallis and Futuna,19158
13473,5,Mean meet senior area.,Yes,Tanzania,19553
8281,7,Radio market much front.,No,Niue,4673
1667,5,Character firm watch product.,No,Martinique,19706
14334,5,Alone and feel join.,Yes,Malaysia,6201
17964,7,Anyone think example.,No,Burundi,11981
2796,6,A middle use point.,No,Fiji,17887
5622,6,Any common bit can.,No,Canada,9953
12667,7,Poor teach star.,No,Saudi Arabia,10351
8168,9,State opportunity without.,No,Kuwait,1231
10683,6,Kid study it plan lay nature.,No,Sri Lanka,757
2342,4,Should it happen street will.,No,Korea,3766
19091,1,Know discuss since example.,No,Mexico,13123
8557,4,Close question ago.,No,New Zealand,2735
1055,7,Reflect could pass of.,No,Kyrgyz Republic,7004
6443,6,Can myself hit town.,No,Solomon Islands,7113
5600,7,Ready name piece team.,Yes,Colombia,12200
19532,5,Western big summer idea pay.,No,Botswana,7557
1431,7,Tell grow edge enter street.,No,Japan,14388
11307,9,Risk employee put when.,No,Serbia,4141
16019,9,Value try clear.,No,Italy,11657
5394,3,New time prove well make.,No,Antigua and Barbuda,18311
19258,2,Wide rich later crime.,No,Liberia,4662
8763,7,Practice test mother night.,No,Saint Pierre and Miquelon,14916
1145,3,Bill treatment hope player.,No,Saint Kitts and Nevis,17962
9743,7,Save sell fund on walk help.,No,Vanuatu,16070
7124,3,Television tax loss mission.,No,Belize,16096
8713,2,Increase mention apply body.,No,Latvia,135
9154,5,Record both left rest.,Yes,Bolivia,10830
10791,5,Student mission mouth.,No,Namibia,5363
4667,6,But tax history today member.,Yes,Kenya,13230
11810,3,Offer perhaps crime nation.,No,Papua New Guinea,8206
8956,9,List half necessary.,No,Marshall Islands,6173
3907,8,Between shake hour for.,No,Eritrea,3047
3323,1,Great cause almost.,No,Sudan,976
13858,6,Mr word prepare ask friend.,No,Kyrgyz Republic,14832
6233,9,Two civil up later.,No,Svalbard & Jan Mayen Islands,19745
7906,8,Quickly laugh when myself.,No,Mayotte,12721
2870,2,Town allow article nearly.,No,United Arab Emirates,19280
10824,5,Word book produce.,No,Greenland,18300
13631,3,Inside thought remember may.,No,Belgium,17199
17219,2,Age note argue.,Yes,Palau,5956
10459,2,Without street might theory.,No,Philippines,8693
14218,7,Couple capital feel break no.,No,Saint Pierre and Miquelon,19978
15527,4,Imagine trouble run full.,No,Mali,538
5086,2,Tough ask member present.,No,Faroe Islands,14527
6554,6,Few item task success.,No,Cook Islands,2684
489,4,Real run yes reveal charge.,No,Indonesia,15421
18943,7,Build Mrs front available.,No,British Virgin Islands,7552
5703,9,Inside west those best.,No,Cote d'Ivoire,15992
14620,4,Sound top difference.,No,Liechtenstein,3676
2033,5,Sea agree open most improve.,No,Dominican Republic,4433
15028,7,Age top soon including why.,Yes,Cocos (Keeling) Islands,17555
11816,2,Sign box number first either.,No,Saint Barthelemy,9190
9427,8,Much figure during yard.,No,Chile,19270
9388,5,Most long series.,No,Australia,8407
12852,7,Generation describe ready.,No,Bhutan,3336
7175,2,Score kind with.,No,Northern Mariana Islands,18105
14736,4,Ask our fill government.,No,Benin,6159
18250,3,Raise fund option.,No,Croatia,5975
6400,8,Style hair live million.,Yes,Armenia,12826
4105,3,Bit face growth born.,No,Latvia,3387
1930,1,Though health view few.,No,Montserrat,1354
6302,7,Debate performance perform.,No,Libyan Arab Jamahiriya,5205
1608,3,House billion behind crime.,Yes,Sierra Leone,4281
8127,3,Brother choose call pattern.,No,Bouvet Island (Bouvetoya),6902
19912,6,Inside seat fear majority.,No,Guatemala,10311
1187,3,Member receive network watch.,No,Cambodia,10836
14506,9,Issue already end.,No,Armenia,4889
1647,9,Key economic maybe see.,No,Cayman Islands,14045
11608,5,Wonder decide go less bank.,No,India,4327
17397,3,To deep middle both region.,No,Uruguay,15007
3049,4,Article food body build.,Yes,Holy See (Vatican City State),7325
16644,7,Then college development.,No,South Georgia and the South Sandwich Islands,1268
12290,5,Arm man would staff.,No,Chile,18765
14898,4,Speech figure measure.,No,Sao Tome and Principe,16552
3971,8,Moment light leave.,No,Moldova,15583
17750,4,Note close and field thing.,Yes,Cook Islands,9983
8599,2,White son lose.,No,Faroe Islands,4294
16747,1,Who actually hear sense word.,No,Madagascar,19325
15157,8,Wife return most house draw.,No,Brunei Darussalam,16011
10454,9,Ahead view will relate.,No,Bangladesh,3579
4948,1,Best change into director.,No,Denmark,8141
9471,7,Tonight huge apply quite.,No,Saint Lucia,18849
12509,2,Body either pick.,No,Turkmenistan,15638
9973,5,All position meet bill.,No,Niger,10063
2641,7,Necessary others go serious.,No,Nepal,12273
13365,9,Build future meet huge.,Yes,Madagascar,7963
4611,1,Near great responsibility.,No,Cook Islands,18626
7306,8,Cup east red must.,Yes,Libyan Arab Jamahiriya,3285
18064,8,Walk decision risk.,No,Macao,16361
8292,4,After camera national range.,Yes,Kyrgyz Republic,9890
6949,9,Coach college develop fight.,Yes,Swaziland,16629
4716,4,Shake factor often write red.,Yes,Burundi,6339
17249,5,Account really itself.,No,British Virgin Islands,3996
4285,3,Action two toward.,No,Korea,2282
17875,5,Man system tell.,No,Belarus,18266
2990,3,Lawyer may raise necessary.,Yes,Somalia,3949
3717,4,West memory scene fear age.,Yes,Liberia,13600
19533,7,Mind test career.,Yes,United Arab Emirates,10631
14485,5,Want audience if no free.,No,Congo,8987
5375,1,Show history help course.,Yes,Gambia,7756
7476,1,Analysis fear play work.,Yes,Congo,13691
17174,7,Measure threat race surface.,No,El Salvador,15936
19506,2,Dog case prepare.,No,Tuvalu,9617
12645,8,Wear process arrive weight.,No,Wallis and Futuna,17804
2743,8,Eye travel late physical.,No,Saint Kitts and Nevis,15482
2616,2,Remain wife their cover.,No,Dominican Republic,9815
4517,2,Lead skill central mean.,No,Cambodia,2642
9085,3,Rather particular here hand.,No,Burkina Faso,3189
14153,7,Back various central whether.,No,Jersey,12455
15265,8,Protect value reason husband.,Yes,Cook Islands,18885
5504,2,Road resource friend station.,Yes,Austria,18507
8595,6,Size finally analysis month.,No,Palau,5010
3992,3,View life body bed.,No,Burundi,3031
1597,2,Try contain network break.,No,Falkland Islands (Malvinas),16868
9189,6,Into nature boy well.,No,Gibraltar,15256
3792,4,Author deep those him.,No,Anguilla,3241
16428,5,Respond water summer on it.,No,Botswana,8304
1132,1,Attack community quite.,No,Tajikistan,11814
2846,5,Family onto whatever.,Yes,Bangladesh,6272
19446,1,Police arm course.,No,Kiribati,837
8864,5,Make anything training state.,No,Haiti,11404
5312,1,Mother ok same imagine.,Yes,South Georgia and the South Sandwich Islands,3399
1834,2,Watch tend available.,No,Swaziland,19380
12953,6,Hour kitchen education.,No,Chad,13693
8906,6,Travel cut decision.,No,France,817
13961,8,Teach entire drop concern.,No,Wallis and Futuna,1983
18578,6,Suddenly raise hour TV.,No,Saint Barthelemy,3609
5141,3,Sound add begin.,No,Turks and Caicos Islands,1380
11534,9,Beautiful quickly sell even.,Yes,Bangladesh,19266
2027,7,Song science until reveal.,No,Trinidad and Tobago,14542
12725,9,Hard north wide worker.,No,American Samoa,4591
11559,2,Somebody short consumer road.,No,China,698
13319,8,Eat alone room require.,No,Zambia,822
9662,8,Behind hospital story.,No,Taiwan,16792
4133,3,Crime short food sound.,No,Sao Tome and Principe,4326
1327,4,Others window word.,No,Kazakhstan,3635
5595,2,Skin trial budget life.,No,Palestinian Territory,10088
14267,9,Something four memory voice.,No,Samoa,5124
6284,8,Partner big before movie.,No,Ethiopia,12723
16225,8,Move yeah citizen.,No,Slovakia (Slovak Republic),8658
10124,7,In behind fly cold.,Yes,Hong Kong,13157
7798,1,Out baby explain prove reach.,No,Afghanistan,6249
19436,8,Size control new.,No,Jersey,7459
18848,6,Argue she plan.,No,Sudan,11227
9193,1,Defense table third.,No,Puerto Rico,6556
5526,5,The laugh establish road.,No,Yemen,5369
14397,3,Despite better single during.,No,Benin,12022
13045,2,War recent customer save.,No,Paraguay,4489
3018,4,Hot see window suffer bar as.,No,Romania,18144
7923,1,Loss message several player.,No,Romania,14582
13781,5,Want your road live city.,No,American Samoa,9022
7773,6,Book rule together modern.,No,Canada,18224
19860,6,Support eight sure.,No,Nepal,8493
6808,4,People wide mention water.,Yes,Tanzania,16988
18701,9,Everybody sea worry evidence.,No,Mauritania,9197
6866,3,Word loss time ever feeling.,Yes,Algeria,3717
8872,6,Floor off choose plan speak.,No,Sudan,16892
12827,1,Wall measure draw born.,No,Micronesia,13125
7087,6,Left up area deal.,Yes,Suriname,6648
458,1,Positive store specific.,No,Marshall Islands,13784
3667,3,Well arm record sit research.,No,Greenland,970
17949,7,Including whole quickly.,No,Kazakhstan,9400
16602,9,Short some accept question.,No,Pakistan,15990
2656,8,Pressure nature similar song.,No,Solomon Islands,18980
18572,9,Put can international let.,No,Vietnam,7166
1695,6,Collection base me.,No,Switzerland,14951
17982,8,Strategy its if.,No,Mongolia,8841
18559,5,No medical generation.,No,French Southern Territories,14367
8173,4,Fly skill price.,No,Sri Lanka,14728
2964,1,Mission those pull end vote.,No,Fiji,3899
554,5,Speak face cultural.,No,San Marino,951
18194,7,Whole author they.,Yes,Costa Rica,12344
10317,1,Discuss like song media.,No,Bhutan,15313
10170,8,Moment quickly style minute.,Yes,Somalia,4781
11381,7,Control measure before.,No,Saint Lucia,9990
6002,8,Election when Mrs.,No,French Southern Territories,17510
1479,8,Remain plan report by.,No,Norway,9483
4692,2,Similar exist anything.,No,Portugal,12361
2389,6,Group lay arrive service.,No,Antarctica (the territory South of 60 deg S),1871
13618,3,Analysis girl wife dark baby.,Yes,Benin,1823
